SOURCE	TARGET	FWD_RATE	RVS_RATE	LOCATION
rpoA	rpoA	1.0	1.0	cytosol
[rpoA,rpoA]	rpoB	1.0	1.0	cytosol
[rpoA,rpoA,rpoB]	rpoC	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	rpoD	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	rpoE	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	rpoH	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	rpoN	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	rpoS	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	fliA	1.0	1.0	cytosol
[rpoA,rpoA,rpoB,rpoC]	fecI	1.0	1.0	cytosol
