# Output of 'KaSim' '-i' 'arabinose.kappa' '-l' '510' '--no-log' -seed 912646491
# "uuid" : "502422583"
"[T]","obs_ADP_cyt","obs_ADP_per","obs_ADP_ex","obs_ATP_cyt","obs_ATP_per","obs_ATP_ex","obs_L_RIBULOSE_cyt","obs_L_RIBULOSE_per","obs_L_RIBULOSE_ex","obs_L_RIBULOSE_5_P_cyt","obs_L_RIBULOSE_5_P_per","obs_L_RIBULOSE_5_P_ex","obs_PROTON_cyt","obs_PROTON_per","obs_PROTON_ex","obs_Pi_cyt","obs_Pi_per","obs_Pi_ex","obs_WATER_cyt","obs_WATER_per","obs_WATER_ex","obs_XYLULOSE_5_PHOSPHATE_cyt","obs_XYLULOSE_5_PHOSPHATE_per","obs_XYLULOSE_5_PHOSPHATE_ex","obs_alpha_L_arabinofuranose_cyt","obs_alpha_L_arabinofuranose_per","obs_alpha_L_arabinofuranose_ex","obs_alpha_L_arabinopyranose_cyt","obs_alpha_L_arabinopyranose_per","obs_alpha_L_arabinopyranose_ex","obs_beta_L_arabinofuranose_cyt","obs_beta_L_arabinofuranose_per","obs_beta_L_arabinofuranose_ex","obs_beta_L_arabinopyranose_cyt","obs_beta_L_arabinopyranose_per","obs_beta_L_arabinopyranose_ex","obs_araA_prot","obs_araB_prot","obs_araC_prot","obs_araD_prot","obs_araE_prot","obs_araF_prot","obs_araG_prot","obs_araH_prot","obs_rnap","obs_ribosome"
192.,0,0,0,100,0,0,0,0,0,0,0,0,22,78,0,0,0,0,100,0,0,0,0,0,0,0,0,19,77,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,7,2
193.,0,0,0,100,0,0,0,0,0,0,0,0,23,77,0,0,0,0,100,0,0,0,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,8,2
194.,0,0,0,100,0,0,0,0,0,0,0,0,25,75,0,0,0,0,100,0,0,0,0,0,0,0,0,21,74,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7,2
195.,0,0,0,100,0,0,0,0,0,0,0,0,25,75,0,0,0,0,100,0,0,0,0,0,0,0,0,22,73,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,8,3
196.,0,0,0,100,0,0,0,0,0,0,0,0,25,75,0,0,0,0,100,0,0,0,0,0,0,0,0,23,73,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7,3
197.,0,0,0,100,0,0,0,0,0,0,0,0,26,74,0,0,0,0,100,0,0,0,0,0,0,0,0,23,72,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,8,1
198.,0,0,0,100,0,0,0,0,0,0,0,0,26,74,0,0,0,0,100,0,0,0,0,0,0,0,0,23,72,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,8,1
199.,0,0,0,100,0,0,0,0,0,0,0,0,26,74,0,0,0,0,100,0,0,0,0,0,0,0,0,23,72,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,6,1
200.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,25,69,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,8,1
201.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,25,68,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,6,0
202.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,25,68,0,0,0,0,0,0,0,0,0,4,0,1,3,1,1,7,4
203.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,24,69,0,0,0,0,0,0,0,0,0,4,0,1,3,2,1,7,1
204.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,25,68,0,0,0,0,0,0,0,0,0,4,0,1,3,3,1,7,0
205.,0,0,0,100,0,0,0,0,0,0,0,0,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,25,68,0,0,0,0,0,0,0,0,0,4,0,1,4,4,1,7,1
206.,0,0,0,100,0,0,0,0,0,0,0,0,29,71,0,0,0,0,100,0,0,0,0,0,0,0,0,26,67,0,0,0,0,0,0,0,0,0,4,0,1,4,4,1,7,1
207.,0,0,0,100,0,0,0,0,0,0,0,0,29,71,0,0,0,0,100,0,0,0,0,0,0,0,0,26,66,0,0,0,0,0,0,0,0,0,4,0,1,4,4,1,7,2
208.,0,0,0,100,0,0,0,0,0,0,0,0,29,71,0,0,0,0,100,0,0,0,0,0,0,0,0,26,66,0,0,0,0,0,0,0,0,0,4,0,2,4,4,1,6,1
209.,0,0,0,100,0,0,0,0,0,0,0,0,30,70,0,0,0,0,100,0,0,0,0,0,0,0,0,27,65,0,0,0,0,0,0,0,0,0,4,0,2,4,4,1,6,2
210.,0,0,0,100,0,0,0,0,0,0,0,0,30,70,0,0,0,0,100,0,0,0,0,0,0,0,0,27,66,0,0,0,0,0,0,0,0,0,4,0,2,4,4,1,8,0
211.,0,0,0,100,0,0,0,0,0,0,0,0,31,69,0,0,0,0,100,0,0,0,0,0,0,0,0,27,65,0,0,0,0,0,0,0,0,0,4,0,2,4,4,1,7,0
212.,0,0,0,100,0,0,0,0,0,0,0,0,31,69,0,0,0,0,100,0,0,0,0,0,0,0,0,28,64,0,0,0,0,0,0,0,0,0,4,0,2,4,5,2,7,0
213.,0,0,0,100,0,0,0,0,0,0,0,0,31,69,0,0,0,0,100,0,0,0,0,0,0,0,0,28,64,0,0,0,0,0,0,0,0,0,4,0,2,6,5,2,6,1
214.,1,0,0,98,0,0,0,0,0,0,0,0,33,68,0,1,0,0,99,0,0,0,0,0,0,0,0,29,62,0,0,0,0,0,0,0,0,0,4,0,2,7,7,2,6,1
215.,1,0,0,98,0,0,0,0,0,0,0,0,34,67,0,1,0,0,99,0,0,0,0,0,0,0,0,31,60,0,0,0,0,0,0,0,0,0,4,0,2,7,7,2,5,4
216.,2,0,0,97,0,0,0,0,0,0,0,0,38,64,0,2,0,0,98,0,0,0,0,0,0,0,0,35,56,0,0,0,0,0,0,0,0,0,4,0,2,8,7,2,7,3
217.,2,0,0,97,0,0,0,0,0,0,0,0,39,63,0,2,0,0,98,0,0,0,0,0,0,0,0,35,55,0,0,0,0,0,0,0,0,0,4,0,2,8,7,2,8,2
218.,2,0,0,97,0,0,0,0,0,0,0,0,40,62,0,2,0,0,98,0,0,0,0,0,0,0,0,37,52,0,0,0,0,0,0,0,0,0,4,0,2,8,7,3,8,3
219.,3,0,0,95,0,0,0,0,0,0,0,0,41,62,0,3,0,0,97,0,0,0,0,0,0,0,0,37,53,0,0,0,0,0,0,0,0,0,4,0,2,8,7,4,8,3
220.,5,0,0,93,0,0,0,0,0,0,0,0,43,62,0,5,0,0,95,0,0,0,0,0,0,0,0,39,50,0,0,0,0,0,0,0,0,0,4,0,2,9,8,4,8,2
221.,8,0,0,90,0,0,0,0,0,0,0,0,46,62,0,8,0,0,92,0,0,0,0,0,0,0,0,42,47,0,0,0,0,0,0,0,0,0,4,0,2,9,8,5,8,1
222.,8,0,0,90,0,0,0,0,0,0,0,0,47,61,0,8,0,0,92,0,0,0,0,0,0,0,0,44,45,0,0,0,0,0,0,0,0,0,4,0,2,9,9,6,8,2
223.,9,0,0,89,0,0,0,0,0,0,0,0,49,60,0,9,0,0,91,0,0,0,0,0,0,0,0,46,43,0,0,0,0,0,0,0,0,0,4,0,2,9,10,7,9,2
224.,11,0,0,86,0,0,0,0,0,0,0,0,51,60,0,11,0,0,89,0,0,0,0,0,0,0,0,47,43,0,0,0,0,0,0,0,0,0,4,0,2,9,10,7,7,2
225.,14,0,0,83,0,0,0,0,0,0,0,0,55,59,0,14,0,0,86,0,0,0,0,0,0,0,0,51,38,0,0,0,0,0,0,0,0,0,4,0,2,9,10,7,9,2
226.,17,0,0,80,0,0,0,0,0,0,0,0,59,58,0,17,0,0,83,0,0,0,0,0,0,0,0,55,34,0,0,0,0,0,0,0,0,0,4,0,2,10,11,7,8,3
227.,17,0,0,80,0,0,0,0,0,0,0,0,59,58,0,17,0,0,83,0,0,0,0,0,0,0,0,55,34,0,0,0,0,0,0,0,0,0,4,0,2,10,11,8,7,4
228.,18,0,0,78,0,0,0,0,0,0,0,0,61,57,0,18,0,0,82,0,0,0,0,0,0,0,0,57,32,0,0,0,0,0,0,0,0,0,4,0,2,11,11,9,7,2
229.,23,0,0,73,0,0,0,0,0,0,0,0,66,57,0,23,0,0,77,0,0,0,0,0,0,0,0,63,26,0,0,0,0,0,0,0,0,0,4,0,2,12,11,10,8,3
230.,25,0,0,71,0,0,0,0,0,0,0,0,68,57,0,25,0,0,75,0,0,0,0,0,0,0,0,65,22,0,0,0,0,0,0,0,0,0,4,0,2,12,11,10,9,4
231.,29,0,0,66,0,0,0,0,0,0,0,0,72,57,0,29,0,0,71,0,0,0,0,0,0,0,0,69,21,0,0,0,0,0,0,0,0,0,4,0,2,13,11,11,8,5
232.,34,0,0,61,0,0,0,0,0,0,0,0,77,57,0,34,0,0,66,0,0,0,0,0,0,0,0,74,16,0,0,0,0,0,0,0,0,0,4,0,2,13,11,11,6,4
233.,37,0,0,58,0,0,0,0,0,0,0,0,80,57,0,37,0,0,63,0,0,0,0,0,0,0,0,77,10,0,0,0,0,0,0,0,0,0,4,0,2,14,12,11,6,3
234.,37,0,0,58,0,0,0,0,0,0,0,0,80,57,0,37,0,0,63,0,0,0,0,0,0,0,0,76,12,0,0,0,0,0,0,0,0,0,4,0,2,15,12,11,6,4
235.,44,0,0,51,0,0,0,0,0,0,0,0,87,57,0,44,0,0,56,0,0,0,0,0,0,0,0,83,3,0,0,0,0,0,0,0,0,0,4,0,2,15,12,11,7,5
236.,46,0,0,48,0,0,0,0,0,0,0,0,89,57,0,46,0,0,54,0,0,0,0,0,0,0,0,85,3,0,0,0,0,0,0,0,0,0,4,0,2,15,12,13,7,4
237.,48,0,0,46,0,0,0,0,0,0,0,0,91,57,0,48,0,0,52,0,0,0,0,0,0,0,0,88,4,0,0,0,0,0,0,0,0,0,4,0,2,15,13,13,7,5
238.,53,0,0,41,0,0,0,0,0,0,0,0,96,57,0,53,0,0,47,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,4,0,2,16,14,14,6,4
239.,53,0,0,40,0,0,0,0,0,0,0,0,96,57,0,53,0,0,47,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,4,0,2,16,14,15,4,4
240.,54,0,0,39,0,0,0,0,0,0,0,0,97,57,0,54,0,0,46,0,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,4,0,2,17,15,15,4,4
241.,56,0,0,37,0,0,0,0,0,0,0,0,99,57,0,56,0,0,44,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,4,0,2,17,15,15,6,4
242.,56,0,0,37,0,0,0,0,0,0,0,0,99,57,0,56,0,0,44,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,4,0,2,17,16,15,5,1
243.,56,0,0,37,0,0,0,0,0,0,0,0,99,57,0,56,0,0,44,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,4,0,2,17,17,16,5,3
244.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,4,0,2,17,17,16,6,2
245.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,4,0,2,17,17,16,6,3
246.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,4,0,2,18,17,16,6,5
247.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,4,0,2,18,17,16,7,3
248.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,5,0,2,18,17,16,7,5
249.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,5,0,2,18,17,17,7,3
250.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,0,2,18,18,17,8,5
251.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,0,2,19,18,18,8,6
252.,57,0,0,35,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,0,2,19,18,18,8,5
253.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,0,2,19,18,18,8,5
254.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,18,18,8,6
255.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,18,18,8,6
256.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,18,18,7,5
257.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,19,18,7,4
258.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,19,19,7,4
259.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,7,0,2,19,19,19,6,4
260.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,19,19,19,7,4
261.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,20,19,19,7,2
262.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,20,19,19,8,3
263.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,20,19,19,8,3
264.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,2,20,19,19,7,3
265.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,7,0,3,20,19,19,7,3
266.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,20,19,19,7,1
267.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,20,19,19,7,4
268.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,21,20,19,6,4
269.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,21,20,19,6,2
270.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,22,20,19,5,2
271.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,22,21,19,5,3
272.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,23,21,19,5,2
273.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,23,22,19,6,3
274.,57,0,0,34,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,23,22,20,5,4
275.,57,0,0,33,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,7,0,3,24,22,20,5,2
276.,57,0,0,33,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,3,24,23,21,5,4
277.,57,0,0,33,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,24,22,5,2
278.,57,0,0,32,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,24,23,5,5
279.,57,0,0,32,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,24,23,7,5
280.,57,0,0,32,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,24,23,7,4
281.,57,0,0,32,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,24,24,6,5
282.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,25,25,7,5
283.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,4,25,25,25,7,7
284.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,5,25,25,25,6,5
285.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,5,25,25,25,6,4
286.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,5,25,25,25,7,4
287.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,6,25,26,25,7,3
288.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,6,25,26,25,8,5
289.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,6,25,26,25,8,4
290.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,6,25,26,25,9,4
291.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,6,26,26,25,8,3
292.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,0,7,27,26,25,8,2
293.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,26,25,9,5
294.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,27,25,9,4
295.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,27,25,8,5
296.,57,0,0,31,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,27,25,8,4
297.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,28,27,8,5
298.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,28,27,7,5
299.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,28,27,8,7
300.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,28,27,8,5
301.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,27,28,27,6,4
302.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,28,28,27,6,4
303.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,28,28,27,7,3
304.,57,0,0,30,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,28,28,28,9,4
305.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,29,28,28,9,4
306.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,29,29,28,7,2
307.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,30,29,28,6,4
308.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,8,0,7,30,29,28,7,3
309.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,29,28,9,3
310.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,28,9,3
311.,57,0,0,29,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,30,8,3
312.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,30,8,3
313.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,30,8,4
314.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,30,9,4
315.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,30,30,30,8,5
316.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,7,31,31,30,8,4
317.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,7,31,31,30,7,4
318.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,8,32,31,30,6,4
319.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,9,32,31,31,6,3
320.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,32,32,31,8,5
321.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,32,32,31,6,5
322.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,10,33,32,31,7,4
323.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,33,32,31,5,4
324.,57,0,0,28,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,34,33,32,5,3
325.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,35,33,32,7,2
326.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,35,34,32,6,2
327.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,35,34,32,4,1
328.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,35,34,33,2,1
329.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,36,34,33,4,2
330.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,10,36,34,33,4,1
