SOURCE	TARGET	FWD_RATE	RVS_RATE	LOCATION
# lacZYA
[lacI,lacI]	BS-lacI-422-402	1.0	0.001	cytosol
[lacI,lacI]	BS-lacI-21-1	1.0	0.001	cytosol
[lacI,lacI]	BS-lacI-72-92	1.0	0.001	cytosol
