SOURCE	TARGET	FWD_RATE	RVS_RATE	LOCATION
lacZ	lacZ	1.0	0.0	CYT
[lacZ,lacZ]	[lacZ,lacZ]	1.0	0.0	CYT
lacA	lacA	1.0	0.0	CYT
lacA	[lacA,lacA]	1.0	0.0	CYT
